"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","subgroup:ch1","subtype:ch1","tissue:ch1"
"GSM2262137","MB_SubtypeStudy_55587","GSM2262137","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262137/suppl/GSM2262137_HTHuGene11_062514H_MT36_2388.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_gamma","medulloblastoma"
"GSM2262138","MB_SubtypeStudy_55588","GSM2262138","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262138/suppl/GSM2262138_HTHuGene11_062514H_MT37_2389.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_beta","medulloblastoma"
"GSM2262139","MB_SubtypeStudy_55589","GSM2262139","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262139/suppl/GSM2262139_HTHuGene11_112112W_MT181_2390.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_beta","medulloblastoma"
"GSM2262140","MB_SubtypeStudy_55590","GSM2262140","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262140/suppl/GSM2262140_HTHuGene11_062514H_MT38_2391.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_alpha","medulloblastoma"
"GSM2262141","MB_SubtypeStudy_55591","GSM2262141","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262141/suppl/GSM2262141_HTHuGene11_062514H_MT39_2392.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_alpha","medulloblastoma"
"GSM2262142","MB_SubtypeStudy_55592","GSM2262142","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_delta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262142/suppl/GSM2262142_HTHuGene11_062514H_MT40_2396.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_delta","medulloblastoma"
"GSM2262143","MB_SubtypeStudy_55593","GSM2262143","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262143/suppl/GSM2262143_HTHuGene11_062514H_MT41_2405.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_alpha","medulloblastoma"
"GSM2262144","MB_SubtypeStudy_55594","GSM2262144","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262144/suppl/GSM2262144_HTHuGene11_062514H_MT42_2407.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2262145","MB_SubtypeStudy_55595","GSM2262145","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262145/suppl/GSM2262145_HTHuGene11_062514H_MT43_2447.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_alpha","medulloblastoma"
"GSM2262146","MB_SubtypeStudy_55596","GSM2262146","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262146/suppl/GSM2262146_HTHuGene11_062514H_MT44_2448.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_beta","medulloblastoma"
"GSM2262147","MB_SubtypeStudy_55597","GSM2262147","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: WNT","subtype: WNT_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262147/suppl/GSM2262147_HTHuGene11_022414H_MT88_2451.CEL.gz","21641","Reanalyzed by: GSE124814","WNT","WNT_beta","medulloblastoma"
"GSM2262148","MB_SubtypeStudy_55598","GSM2262148","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262148/suppl/GSM2262148_HTHuGene11_062514H_MT45_2475.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2262149","MB_SubtypeStudy_55599","GSM2262149","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262149/suppl/GSM2262149_HTHuGene11_062514H_MT47_2478.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2262150","MB_SubtypeStudy_55600","GSM2262150","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262150/suppl/GSM2262150_HTHuGene11_062514H_MT48_2494.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_gamma","medulloblastoma"
"GSM2262151","MB_SubtypeStudy_55601","GSM2262151","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262151/suppl/GSM2262151_HTHuGene11_070714H_MT49_2495.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_alpha","medulloblastoma"
"GSM2262152","MB_SubtypeStudy_55602","GSM2262152","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2262nnn/GSM2262152/suppl/GSM2262152_HTHuGene11_070714H_MT50_2499.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
